[2019-03-25 16:50:41,867 An event occurred]
[2019-03-28 11:35:32,915 An event occurred]
[2019-03-28 11:35:33,117 An event occurred]
[2019-03-28 11:35:33,318 An event occurred]
[2019-03-28 11:35:33,318 Running report...]
[2019-03-28 11:35:33,319 Num active peers = 0]
[2019-03-28 11:35:33,519 An event occurred]
[2019-03-28 11:35:33,720 An event occurred]
[2019-03-28 11:35:33,922 An event occurred]
[2019-03-28 11:35:34,123 An event occurred]
[2019-03-28 11:35:34,324 An event occurred]
[2019-03-28 11:35:34,324 Running report...]
[2019-03-28 11:35:34,325 Num active peers = 0]
[2019-03-28 11:35:34,526 An event occurred]
[2019-03-28 11:35:34,726 An event occurred]
[2019-03-28 11:35:34,928 An event occurred]
[2019-03-28 11:35:35,129 An event occurred]
[2019-03-28 11:35:35,330 An event occurred]
[2019-03-28 11:35:35,331 Running report...]
[2019-03-28 11:35:35,331 Num active peers = 0]
[2019-03-28 11:35:35,532 An event occurred]
[2019-03-28 11:35:35,733 An event occurred]
[2019-03-28 11:35:35,934 An event occurred]
[2019-03-28 11:35:36,135 An event occurred]
[2019-03-28 11:35:36,336 An event occurred]
[2019-03-28 11:35:36,337 Running report...]
[2019-03-28 11:35:36,337 Num active peers = 0]
[2019-03-28 11:35:36,538 An event occurred]
[2019-03-28 11:35:36,739 An event occurred]
[2019-03-28 11:35:36,939 An event occurred]
[2019-03-28 11:35:37,140 An event occurred]
[2019-03-28 11:35:37,342 An event occurred]
[2019-03-28 11:35:37,342 Running report...]
[2019-03-28 11:35:37,343 Num active peers = 0]
[2019-03-28 11:35:37,544 An event occurred]
[2019-03-28 11:35:37,745 An event occurred]
[2019-03-28 11:35:37,946 An event occurred]
[2019-03-28 11:35:38,147 An event occurred]
[2019-03-28 11:35:38,348 An event occurred]
[2019-03-28 11:35:38,349 Running report...]
[2019-03-28 11:35:38,349 Num active peers = 0]
[2019-03-28 11:35:38,550 An event occurred]
[2019-03-28 11:35:38,752 An event occurred]
[2019-03-28 11:35:38,953 An event occurred]
[2019-03-28 11:35:39,154 An event occurred]
[2019-03-28 11:35:39,355 An event occurred]
[2019-03-28 11:35:39,356 Running report...]
[2019-03-28 11:35:39,356 Num active peers = 0]
[2019-03-28 11:35:39,557 An event occurred]
[2019-03-28 11:35:39,758 An event occurred]
[2019-03-28 11:35:39,959 An event occurred]
[2019-03-28 11:35:40,160 An event occurred]
[2019-03-28 11:35:40,361 An event occurred]
[2019-03-28 11:35:40,362 Running report...]
[2019-03-28 11:35:40,362 Num active peers = 0]
[2019-03-28 11:35:40,562 An event occurred]
[2019-03-28 11:35:40,763 An event occurred]
[2019-03-28 11:35:40,965 An event occurred]
[2019-03-28 11:35:41,166 An event occurred]
[2019-03-28 11:35:41,367 An event occurred]
[2019-03-28 11:35:41,368 Running report...]
[2019-03-28 11:35:41,368 Num active peers = 0]
[2019-03-28 11:35:41,569 An event occurred]
[2019-03-28 11:35:41,770 An event occurred]
[2019-03-28 11:35:41,971 An event occurred]
[2019-03-28 11:35:42,172 An event occurred]
[2019-03-28 11:35:42,374 An event occurred]
[2019-03-28 11:35:42,374 Running report...]
[2019-03-28 11:35:42,375 Num active peers = 0]
[2019-03-28 11:35:42,576 An event occurred]
[2019-03-28 11:35:42,777 An event occurred]
[2019-03-28 11:35:42,978 An event occurred]
[2019-03-28 11:35:43,179 An event occurred]
[2019-03-28 11:35:43,380 An event occurred]
[2019-03-28 11:35:43,381 Running report...]
[2019-03-28 11:35:43,381 Num active peers = 0]
[2019-03-28 11:35:43,582 An event occurred]
[2019-03-28 11:35:43,783 An event occurred]
[2019-03-28 11:35:43,984 An event occurred]
[2019-03-28 11:35:44,186 An event occurred]
[2019-03-28 11:35:44,387 An event occurred]
[2019-03-28 11:35:44,388 Running report...]
[2019-03-28 11:35:44,388 Num active peers = 0]
[2019-03-28 11:35:44,589 An event occurred]
[2019-03-28 11:35:44,790 An event occurred]
[2019-03-28 11:35:44,991 An event occurred]
[2019-03-28 11:35:45,192 An event occurred]
[2019-03-28 11:35:45,393 An event occurred]
[2019-03-28 11:35:45,394 Running report...]
[2019-03-28 11:35:45,395 Num active peers = 0]
[2019-03-28 11:35:45,595 An event occurred]
[2019-03-28 11:35:45,796 An event occurred]
[2019-03-28 11:35:45,997 An event occurred]
[2019-03-28 11:35:46,198 An event occurred]
[2019-03-28 11:35:46,400 An event occurred]
[2019-03-28 11:35:46,400 Running report...]
[2019-03-28 11:35:46,401 Num active peers = 0]
[2019-03-28 11:35:46,602 An event occurred]
[2019-03-28 11:35:46,803 An event occurred]
[2019-03-28 11:35:47,004 An event occurred]
[2019-03-28 11:35:47,205 An event occurred]
[2019-03-28 11:35:47,406 An event occurred]
[2019-03-28 11:35:47,407 Running report...]
[2019-03-28 11:35:47,407 Num active peers = 0]
[2019-03-28 11:35:47,608 An event occurred]
[2019-03-28 11:35:47,809 An event occurred]
[2019-03-28 11:35:48,011 An event occurred]
[2019-03-28 11:35:48,212 An event occurred]
[2019-03-28 11:35:48,413 An event occurred]
[2019-03-28 11:35:48,414 Running report...]
[2019-03-28 11:35:48,414 Num active peers = 0]
[2019-03-28 11:35:48,615 An event occurred]
[2019-03-28 11:35:48,816 An event occurred]
[2019-03-28 11:35:49,017 An event occurred]
[2019-03-28 11:35:49,218 An event occurred]
[2019-03-28 11:35:49,419 An event occurred]
[2019-03-28 11:35:49,420 Running report...]
[2019-03-28 11:35:49,420 Num active peers = 0]
[2019-03-28 11:35:49,621 An event occurred]
[2019-03-28 11:35:49,822 An event occurred]
[2019-03-28 11:35:50,023 An event occurred]
[2019-03-28 11:35:50,224 An event occurred]
[2019-03-28 11:35:50,425 An event occurred]
[2019-03-28 11:35:50,425 Running report...]
[2019-03-28 11:35:50,426 Num active peers = 0]
[2019-03-28 11:35:50,627 An event occurred]
[2019-03-28 11:35:50,828 An event occurred]
[2019-03-28 11:35:51,030 An event occurred]
[2019-03-28 11:35:51,231 An event occurred]
[2019-03-28 11:35:51,432 An event occurred]
[2019-03-28 11:35:51,432 Running report...]
[2019-03-28 11:35:51,432 Num active peers = 0]
[2019-03-28 11:35:51,633 An event occurred]
[2019-03-28 11:35:51,834 An event occurred]
[2019-03-28 11:35:52,035 An event occurred]
[2019-03-28 11:35:52,236 An event occurred]
[2019-03-28 11:35:52,437 An event occurred]
[2019-03-28 11:35:52,437 Running report...]
[2019-03-28 11:35:52,438 Num active peers = 0]
[2019-03-28 11:35:52,639 An event occurred]
[2019-03-28 11:35:52,840 An event occurred]
[2019-03-28 11:35:53,042 An event occurred]
[2019-03-28 11:35:53,243 An event occurred]
[2019-03-28 11:35:53,444 An event occurred]
[2019-03-28 11:35:53,444 Running report...]
[2019-03-28 11:35:53,445 Num active peers = 0]
[2019-03-28 11:35:53,646 An event occurred]
[2019-03-28 11:35:53,847 An event occurred]
[2019-03-28 11:35:54,048 An event occurred]
[2019-03-28 11:35:54,250 An event occurred]
[2019-03-28 11:35:54,452 An event occurred]
[2019-03-28 11:35:54,452 Running report...]
[2019-03-28 11:35:54,452 Num active peers = 0]
[2019-03-28 11:35:54,653 An event occurred]
[2019-03-28 11:35:54,854 An event occurred]
[2019-03-28 11:35:55,055 An event occurred]
[2019-03-28 11:35:55,256 An event occurred]
[2019-03-28 11:35:55,457 An event occurred]
[2019-03-28 11:35:55,458 Running report...]
[2019-03-28 11:35:55,458 Num active peers = 0]
[2019-03-28 11:35:55,659 An event occurred]
[2019-03-28 11:35:55,860 An event occurred]
[2019-03-28 11:35:56,061 An event occurred]
[2019-03-28 11:35:56,262 An event occurred]
[2019-03-28 11:35:56,463 An event occurred]
[2019-03-28 11:35:56,463 Running report...]
[2019-03-28 11:35:56,463 Num active peers = 0]
[2019-03-28 11:35:56,664 An event occurred]
[2019-03-28 11:35:56,865 An event occurred]
[2019-03-28 11:35:57,066 An event occurred]
[2019-03-28 11:35:57,267 An event occurred]
[2019-03-28 11:35:57,468 An event occurred]
[2019-03-28 11:35:57,469 Running report...]
[2019-03-28 11:35:57,469 Num active peers = 0]
[2019-03-28 11:35:57,670 An event occurred]
[2019-03-28 11:35:57,871 An event occurred]
[2019-03-28 11:35:58,072 An event occurred]
[2019-03-28 11:35:58,273 An event occurred]
[2019-03-28 11:35:58,474 An event occurred]
[2019-03-28 11:35:58,475 Running report...]
[2019-03-28 11:35:58,475 Num active peers = 0]
[2019-03-28 11:35:58,676 An event occurred]
[2019-03-28 11:35:58,877 An event occurred]
[2019-03-28 11:35:59,078 An event occurred]
[2019-03-28 11:35:59,279 An event occurred]
[2019-03-28 11:35:59,480 An event occurred]
[2019-03-28 11:35:59,481 Running report...]
[2019-03-28 11:35:59,481 Num active peers = 0]
[2019-03-28 11:35:59,682 An event occurred]
[2019-03-28 11:35:59,883 An event occurred]
[2019-03-28 11:36:00,084 An event occurred]
[2019-03-28 11:36:00,285 An event occurred]
[2019-03-28 11:36:00,486 An event occurred]
[2019-03-28 11:36:00,487 Running report...]
[2019-03-28 11:36:00,487 Num active peers = 0]
[2019-03-28 11:36:00,689 An event occurred]
[2019-03-28 11:36:00,890 An event occurred]
[2019-03-28 11:36:01,091 An event occurred]
[2019-03-28 11:36:01,292 An event occurred]
[2019-03-28 11:36:01,493 An event occurred]
[2019-03-28 11:36:01,493 Running report...]
[2019-03-28 11:36:01,494 Num active peers = 0]
[2019-03-28 11:36:01,695 An event occurred]
[2019-03-28 11:36:01,896 An event occurred]
[2019-03-28 11:36:02,097 An event occurred]
[2019-03-28 11:36:02,298 An event occurred]
[2019-03-28 11:36:02,499 An event occurred]
[2019-03-28 11:36:02,500 Running report...]
[2019-03-28 11:36:02,500 Num active peers = 0]
[2019-03-28 11:36:02,701 An event occurred]
[2019-03-28 11:36:02,902 An event occurred]
[2019-03-28 11:36:03,103 An event occurred]
[2019-03-28 11:36:03,304 An event occurred]
[2019-03-28 11:36:03,505 An event occurred]
[2019-03-28 11:36:03,506 Running report...]
[2019-03-28 11:36:03,506 Num active peers = 0]
[2019-03-28 11:36:03,707 An event occurred]
[2019-03-28 11:36:03,909 An event occurred]
[2019-03-28 11:36:04,110 An event occurred]
[2019-03-28 11:36:04,311 An event occurred]
[2019-03-28 11:36:04,512 An event occurred]
[2019-03-28 11:36:04,513 Running report...]
[2019-03-28 11:36:04,513 Num active peers = 0]
[2019-03-28 11:36:04,714 An event occurred]
[2019-03-28 11:36:04,915 An event occurred]
[2019-03-28 11:36:05,117 An event occurred]
[2019-03-28 11:36:05,318 An event occurred]
[2019-03-28 11:36:05,519 An event occurred]
[2019-03-28 11:36:05,520 Running report...]
[2019-03-28 11:36:05,520 Num active peers = 0]
[2019-03-28 11:36:05,721 An event occurred]
[2019-03-28 11:36:07,245 An event occurred]
[2019-03-28 11:36:07,446 An event occurred]
[2019-03-28 11:36:07,647 An event occurred]
[2019-03-28 11:36:07,848 An event occurred]
[2019-03-28 11:36:08,049 An event occurred]
[2019-03-28 11:36:08,050 Running report...]
[2019-03-28 11:36:08,050 Num active peers = 0]
[2019-03-28 11:36:08,251 An event occurred]
[2019-03-28 11:36:08,452 An event occurred]
[2019-03-28 11:36:08,653 An event occurred]
[2019-03-28 11:36:08,854 An event occurred]
[2019-03-28 11:36:09,055 An event occurred]
[2019-03-28 11:36:09,055 Running report...]
[2019-03-28 11:36:09,056 Num active peers = 0]
[2019-03-28 11:36:09,257 An event occurred]
[2019-03-28 11:36:09,458 An event occurred]
[2019-03-28 11:36:09,593 An event occurred]
[2019-03-28 11:36:09,594 accepted connection from ('127.0.0.1', 43280)]
[2019-03-28 11:36:09,594 An event occurred]
[2019-03-28 11:36:09,595 recebi dados de: ('127.0.0.1', 43280)]
[2019-03-28 11:36:09,595 An event occurred]
[2019-03-28 11:36:09,596 closing connection to ('127.0.0.1', 43280)]
[2019-03-28 11:36:09,797 An event occurred]
[2019-03-28 11:36:09,998 An event occurred]
[2019-03-28 11:36:10,199 An event occurred]
[2019-03-28 11:36:10,200 Running report...]
[2019-03-28 11:36:10,200 Num active peers = 0]
[2019-03-28 11:36:10,401 An event occurred]
[2019-03-28 11:36:10,602 An event occurred]
[2019-03-28 11:36:10,803 An event occurred]
[2019-03-28 11:36:11,004 An event occurred]
[2019-03-28 11:36:11,205 An event occurred]
[2019-03-28 11:36:11,206 Running report...]
[2019-03-28 11:36:11,206 Num active peers = 0]
[2019-03-28 11:36:11,407 An event occurred]
[2019-03-28 11:36:11,608 An event occurred]
[2019-03-28 11:36:11,809 An event occurred]
[2019-03-28 11:36:12,010 An event occurred]
[2019-03-28 11:36:12,211 An event occurred]
[2019-03-28 11:36:12,212 Running report...]
[2019-03-28 11:36:12,212 Num active peers = 0]
[2019-03-28 11:36:12,413 An event occurred]
[2019-03-28 11:36:12,614 An event occurred]
[2019-03-28 11:36:12,815 An event occurred]
[2019-03-28 11:36:13,016 An event occurred]
[2019-03-28 11:36:13,217 An event occurred]
[2019-03-28 11:36:13,218 Running report...]
[2019-03-28 11:36:13,218 Num active peers = 0]
[2019-03-28 11:36:13,419 An event occurred]
[2019-03-28 11:36:13,620 An event occurred]
[2019-03-28 11:36:13,821 An event occurred]
[2019-03-28 11:36:14,023 An event occurred]
[2019-03-28 11:36:14,224 An event occurred]
[2019-03-28 11:36:14,225 Running report...]
[2019-03-28 11:36:14,225 Num active peers = 0]
[2019-03-28 11:36:14,426 An event occurred]
[2019-03-28 11:36:14,627 An event occurred]
[2019-03-28 11:36:14,828 An event occurred]
[2019-03-28 11:36:15,029 An event occurred]
[2019-03-28 11:36:15,230 An event occurred]
[2019-03-28 11:36:15,231 Running report...]
[2019-03-28 11:36:15,231 Num active peers = 0]
[2019-03-28 11:36:15,432 An event occurred]
[2019-03-28 11:36:15,633 An event occurred]
[2019-03-28 11:36:15,835 An event occurred]
[2019-03-28 11:36:16,036 An event occurred]
[2019-03-28 11:36:16,237 An event occurred]
[2019-03-28 11:36:16,237 Running report...]
[2019-03-28 11:36:16,238 Num active peers = 0]
[2019-03-28 11:36:16,438 An event occurred]
[2019-03-28 11:36:16,640 An event occurred]
[2019-03-28 11:36:16,841 An event occurred]
[2019-03-28 11:36:17,042 An event occurred]
[2019-03-28 11:36:17,243 An event occurred]
[2019-03-28 11:36:17,244 Running report...]
[2019-03-28 11:36:17,244 Num active peers = 0]
[2019-03-28 11:36:17,445 An event occurred]
[2019-03-28 11:36:17,646 An event occurred]
[2019-03-28 11:36:17,847 An event occurred]
[2019-03-28 11:36:18,048 An event occurred]
[2019-03-28 11:36:18,249 An event occurred]
[2019-03-28 11:36:18,250 Running report...]
[2019-03-28 11:36:18,250 Num active peers = 0]
[2019-03-28 11:36:18,451 An event occurred]
[2019-03-28 11:36:18,652 An event occurred]
[2019-03-28 11:36:18,853 An event occurred]
[2019-03-28 11:36:19,054 An event occurred]
[2019-03-28 11:37:33,892 An event occurred]
[2019-03-28 11:37:34,093 An event occurred]
[2019-03-28 11:37:34,294 An event occurred]
[2019-03-28 11:37:34,495 An event occurred]
[2019-03-28 11:37:34,696 An event occurred]
[2019-03-28 11:37:34,697 Running report...]
[2019-03-28 11:37:34,697 Num active peers = 0]
[2019-03-28 11:37:34,898 An event occurred]
[2019-03-28 11:37:35,099 An event occurred]
[2019-03-28 11:37:35,300 An event occurred]
[2019-03-28 11:37:35,501 An event occurred]
[2019-03-28 11:37:35,702 An event occurred]
[2019-03-28 11:37:35,702 Running report...]
[2019-03-28 11:37:35,702 Num active peers = 0]
[2019-03-28 11:37:35,765 An event occurred]
[2019-03-28 11:37:35,766 accepted connection from ('127.0.0.1', 43334)]
[2019-03-28 11:37:35,766 An event occurred]
[2019-03-28 11:39:06,671 An event occurred]
[2019-03-28 11:39:06,872 An event occurred]
[2019-03-28 11:39:07,073 An event occurred]
[2019-03-28 11:39:07,274 An event occurred]
[2019-03-28 11:39:07,476 An event occurred]
[2019-03-28 11:39:07,476 Running report...]
[2019-03-28 11:39:07,477 Num active peers = 0]
[2019-03-28 11:39:07,677 An event occurred]
[2019-03-28 11:39:07,878 An event occurred]
[2019-03-28 11:39:08,079 An event occurred]
[2019-03-28 11:39:08,280 An event occurred]
[2019-03-28 11:39:08,480 An event occurred]
[2019-03-28 11:39:08,481 Running report...]
[2019-03-28 11:39:08,481 Num active peers = 0]
[2019-03-28 11:39:08,682 An event occurred]
[2019-03-28 11:39:08,882 An event occurred]
[2019-03-28 11:39:09,083 An event occurred]
[2019-03-28 11:39:09,284 An event occurred]
[2019-03-28 11:39:09,485 An event occurred]
[2019-03-28 11:39:09,487 Running report...]
[2019-03-28 11:39:09,487 Num active peers = 0]
[2019-03-28 11:39:09,688 An event occurred]
[2019-03-28 11:39:09,889 An event occurred]
[2019-03-28 11:39:10,090 An event occurred]
[2019-03-28 11:39:10,291 An event occurred]
[2019-03-28 11:39:10,492 An event occurred]
[2019-03-28 11:39:10,492 Running report...]
[2019-03-28 11:39:10,492 Num active peers = 0]
[2019-03-28 11:39:10,605 An event occurred]
[2019-03-28 11:39:10,605 accepted connection from ('127.0.0.1', 43430)]
[2019-03-28 11:39:10,606 An event occurred]
[2019-03-28 11:41:10,427 An event occurred]
[2019-03-28 11:41:10,628 An event occurred]
[2019-03-28 11:41:10,829 An event occurred]
[2019-03-28 11:41:11,030 An event occurred]
[2019-03-28 11:41:11,231 An event occurred]
[2019-03-28 11:41:11,231 Running report...]
[2019-03-28 11:41:11,232 Num active peers = 0]
[2019-03-28 11:41:11,432 An event occurred]
[2019-03-28 11:41:11,633 An event occurred]
[2019-03-28 11:41:11,834 An event occurred]
[2019-03-28 11:41:12,035 An event occurred]
[2019-03-28 11:41:12,236 An event occurred]
[2019-03-28 11:41:12,236 Running report...]
[2019-03-28 11:41:12,236 Num active peers = 0]
[2019-03-28 11:41:12,437 An event occurred]
[2019-03-28 11:41:12,638 An event occurred]
[2019-03-28 11:41:12,839 An event occurred]
[2019-03-28 11:41:13,040 An event occurred]
[2019-03-28 11:41:13,241 An event occurred]
[2019-03-28 11:41:13,241 Running report...]
[2019-03-28 11:41:13,241 Num active peers = 0]
[2019-03-28 11:41:13,442 An event occurred]
[2019-03-28 11:41:13,643 An event occurred]
[2019-03-28 11:41:13,844 An event occurred]
[2019-03-28 11:41:14,045 An event occurred]
[2019-03-28 11:41:14,245 An event occurred]
[2019-03-28 11:41:14,246 Running report...]
[2019-03-28 11:41:14,246 Num active peers = 0]
[2019-03-28 11:41:14,447 An event occurred]
[2019-03-28 11:41:14,648 An event occurred]
[2019-03-28 11:41:14,848 An event occurred]
[2019-03-28 11:41:15,049 An event occurred]
[2019-03-28 11:41:15,250 An event occurred]
[2019-03-28 11:41:15,251 Running report...]
[2019-03-28 11:41:15,251 Num active peers = 0]
[2019-03-28 11:41:15,264 An event occurred]
[2019-03-28 11:41:15,264 accepted connection from ('127.0.0.1', 43556)]
[2019-03-28 11:41:15,265 An event occurred]
[2019-03-28 11:42:32,663 An event occurred]
[2019-03-28 11:42:32,864 An event occurred]
[2019-03-28 11:42:33,065 An event occurred]
[2019-03-28 11:42:33,266 An event occurred]
[2019-03-28 11:42:33,467 An event occurred]
[2019-03-28 11:42:33,468 Running report...]
[2019-03-28 11:42:33,468 Num active peers = 0]
[2019-03-28 11:42:33,668 An event occurred]
[2019-03-28 11:42:33,869 An event occurred]
[2019-03-28 11:42:34,070 An event occurred]
[2019-03-28 11:42:34,271 An event occurred]
[2019-03-28 11:42:34,472 An event occurred]
[2019-03-28 11:42:34,472 Running report...]
[2019-03-28 11:42:34,473 Num active peers = 0]
[2019-03-28 11:42:34,674 An event occurred]
[2019-03-28 11:42:34,875 An event occurred]
[2019-03-28 11:42:35,076 An event occurred]
[2019-03-28 11:42:35,277 An event occurred]
[2019-03-28 11:42:35,478 An event occurred]
[2019-03-28 11:42:35,478 Running report...]
[2019-03-28 11:42:35,478 Num active peers = 0]
[2019-03-28 11:42:35,679 An event occurred]
[2019-03-28 11:42:35,880 An event occurred]
[2019-03-28 11:42:36,080 An event occurred]
[2019-03-28 11:42:36,281 An event occurred]
[2019-03-28 11:42:36,482 An event occurred]
[2019-03-28 11:42:36,483 Running report...]
[2019-03-28 11:42:36,483 Num active peers = 0]
[2019-03-28 11:42:36,684 An event occurred]
[2019-03-28 11:42:36,885 An event occurred]
[2019-03-28 11:42:37,086 An event occurred]
[2019-03-28 11:42:37,257 An event occurred]
[2019-03-28 11:42:37,258 accepted connection from ('127.0.0.1', 43648)]
[2019-03-28 11:42:37,259 An event occurred]
[2019-03-28 11:46:21,652 An event occurred]
[2019-03-28 11:46:21,854 An event occurred]
[2019-03-28 11:46:22,055 An event occurred]
[2019-03-28 11:46:22,256 An event occurred]
[2019-03-28 11:46:22,457 An event occurred]
[2019-03-28 11:46:22,458 Running report...]
[2019-03-28 11:46:22,458 Num active peers = 0]
[2019-03-28 11:46:22,659 An event occurred]
[2019-03-28 11:46:22,860 An event occurred]
[2019-03-28 11:46:23,061 An event occurred]
[2019-03-28 11:46:23,262 An event occurred]
[2019-03-28 11:46:23,463 An event occurred]
[2019-03-28 11:46:23,463 Running report...]
[2019-03-28 11:46:23,464 Num active peers = 0]
[2019-03-28 11:46:23,664 An event occurred]
[2019-03-28 11:46:23,866 An event occurred]
[2019-03-28 11:46:24,067 An event occurred]
[2019-03-28 11:46:24,268 An event occurred]
[2019-03-28 11:46:24,469 An event occurred]
[2019-03-28 11:46:24,470 Running report...]
[2019-03-28 11:46:24,471 Num active peers = 0]
[2019-03-28 11:46:24,672 An event occurred]
[2019-03-28 11:46:24,873 An event occurred]
[2019-03-28 11:46:25,074 An event occurred]
[2019-03-28 11:46:25,233 An event occurred]
[2019-03-28 11:46:25,234 accepted connection from ('127.0.0.1', 43936)]
[2019-03-28 11:46:25,234 An event occurred]
[2019-03-28 11:51:53,917 An event occurred]
[2019-03-28 11:51:54,119 An event occurred]
[2019-03-28 11:51:54,320 An event occurred]
[2019-03-28 11:51:54,521 An event occurred]
[2019-03-28 11:51:54,722 An event occurred]
[2019-03-28 11:51:54,723 Running report...]
[2019-03-28 11:51:54,724 Num active peers = 0]
[2019-03-28 11:51:54,924 An event occurred]
[2019-03-28 11:51:55,125 An event occurred]
[2019-03-28 11:51:55,326 An event occurred]
[2019-03-28 11:51:55,527 An event occurred]
[2019-03-28 11:51:55,729 An event occurred]
[2019-03-28 11:51:55,730 Running report...]
[2019-03-28 11:51:55,730 Num active peers = 0]
[2019-03-28 11:51:55,931 An event occurred]
[2019-03-28 11:51:56,132 An event occurred]
[2019-03-28 11:51:56,333 An event occurred]
[2019-03-28 11:51:56,534 An event occurred]
[2019-03-28 11:51:56,735 An event occurred]
[2019-03-28 11:51:56,736 Running report...]
[2019-03-28 11:51:56,737 Num active peers = 0]
[2019-03-28 11:51:56,910 An event occurred]
[2019-03-28 11:51:56,911 accepted connection from ('127.0.0.1', 44274)]
[2019-03-28 11:51:56,911 An event occurred]
[2019-03-28 11:53:31,798 An event occurred]
[2019-03-28 11:53:32,000 An event occurred]
[2019-03-28 11:53:32,201 An event occurred]
[2019-03-28 11:53:32,402 An event occurred]
[2019-03-28 11:53:32,603 An event occurred]
[2019-03-28 11:53:32,604 Running report...]
[2019-03-28 11:53:32,604 Num active peers = 0]
[2019-03-28 11:53:32,805 An event occurred]
[2019-03-28 11:53:33,007 An event occurred]
[2019-03-28 11:53:33,208 An event occurred]
[2019-03-28 11:53:33,409 An event occurred]
[2019-03-28 11:53:33,610 An event occurred]
[2019-03-28 11:53:33,610 Running report...]
[2019-03-28 11:53:33,610 Num active peers = 0]
[2019-03-28 11:53:33,811 An event occurred]
[2019-03-28 11:53:34,012 An event occurred]
[2019-03-28 11:53:34,213 An event occurred]
[2019-03-28 11:53:34,414 An event occurred]
[2019-03-28 11:53:34,615 An event occurred]
[2019-03-28 11:53:34,616 Running report...]
[2019-03-28 11:53:34,616 Num active peers = 0]
[2019-03-28 11:53:34,816 An event occurred]
[2019-03-28 11:53:35,017 An event occurred]
[2019-03-28 11:53:35,218 An event occurred]
[2019-03-28 11:53:35,308 An event occurred]
[2019-03-28 11:53:35,309 accepted connection from ('127.0.0.1', 44410)]
[2019-03-28 11:53:35,310 An event occurred]
[2019-03-28 11:57:25,958 An event occurred]
[2019-03-28 11:57:26,159 An event occurred]
[2019-03-28 11:57:26,360 An event occurred]
[2019-03-28 11:57:26,561 An event occurred]
[2019-03-28 11:57:26,762 An event occurred]
[2019-03-28 11:57:26,763 Running report...]
[2019-03-28 11:57:26,763 Num active peers = 0]
[2019-03-28 11:57:26,964 An event occurred]
[2019-03-28 11:57:27,165 An event occurred]
[2019-03-28 11:57:27,366 An event occurred]
[2019-03-28 11:57:27,567 An event occurred]
[2019-03-28 11:57:27,768 An event occurred]
[2019-03-28 11:57:27,768 Running report...]
[2019-03-28 11:57:27,769 Num active peers = 0]
[2019-03-28 11:57:27,970 An event occurred]
[2019-03-28 11:57:28,171 An event occurred]
[2019-03-28 11:57:28,372 An event occurred]
[2019-03-28 11:57:28,573 An event occurred]
[2019-03-28 11:57:28,774 An event occurred]
[2019-03-28 11:57:28,775 Running report...]
[2019-03-28 11:57:28,775 Num active peers = 0]
[2019-03-28 11:57:28,976 An event occurred]
[2019-03-28 11:57:29,177 An event occurred]
[2019-03-28 11:57:29,378 An event occurred]
[2019-03-28 11:57:29,579 An event occurred]
[2019-03-28 11:57:29,780 An event occurred]
[2019-03-28 11:57:29,781 Running report...]
[2019-03-28 11:57:29,781 Num active peers = 0]
[2019-03-28 11:57:29,981 An event occurred]
[2019-03-28 11:57:30,182 An event occurred]
[2019-03-28 11:57:30,383 An event occurred]
[2019-03-28 11:57:30,584 An event occurred]
[2019-03-28 11:57:30,785 An event occurred]
[2019-03-28 11:57:30,786 Running report...]
[2019-03-28 11:57:30,786 Num active peers = 0]
[2019-03-28 11:57:30,987 An event occurred]
[2019-03-28 11:57:31,188 An event occurred]
[2019-03-28 11:57:31,389 An event occurred]
[2019-03-28 11:57:31,590 An event occurred]
[2019-03-28 11:57:31,791 An event occurred]
[2019-03-28 11:57:31,792 Running report...]
[2019-03-28 11:57:31,792 Num active peers = 0]
[2019-03-28 11:57:31,993 An event occurred]
[2019-03-28 11:57:32,194 An event occurred]
[2019-03-28 11:57:32,395 An event occurred]
[2019-03-28 11:57:32,596 An event occurred]
[2019-03-28 11:57:32,797 An event occurred]
[2019-03-28 11:57:32,797 Running report...]
[2019-03-28 11:57:32,797 Num active peers = 0]
[2019-03-28 11:57:32,998 An event occurred]
[2019-03-28 11:57:33,199 An event occurred]
[2019-03-28 11:57:33,400 An event occurred]
[2019-03-28 11:57:33,601 An event occurred]
[2019-03-28 11:57:33,802 An event occurred]
[2019-03-28 11:57:33,802 Running report...]
[2019-03-28 11:57:33,803 Num active peers = 0]
[2019-03-28 11:57:34,004 An event occurred]
[2019-03-28 11:57:34,205 An event occurred]
[2019-03-28 11:57:34,406 An event occurred]
[2019-03-28 11:57:34,607 An event occurred]
[2019-03-28 11:57:34,808 An event occurred]
[2019-03-28 11:57:34,809 Running report...]
[2019-03-28 11:57:34,809 Num active peers = 0]
[2019-03-28 11:57:35,010 An event occurred]
[2019-03-28 11:57:35,211 An event occurred]
[2019-03-28 11:57:35,413 An event occurred]
[2019-03-28 11:57:35,614 An event occurred]
[2019-03-28 11:57:35,815 An event occurred]
[2019-03-28 11:57:35,816 Running report...]
[2019-03-28 11:57:35,816 Num active peers = 0]
[2019-03-28 11:57:36,017 An event occurred]
[2019-03-28 11:57:36,218 An event occurred]
[2019-03-28 11:57:36,419 An event occurred]
[2019-03-28 11:57:36,621 An event occurred]
[2019-03-28 11:57:36,821 An event occurred]
[2019-03-28 11:57:36,822 Running report...]
[2019-03-28 11:57:36,822 Num active peers = 0]
[2019-03-28 11:57:37,023 An event occurred]
[2019-03-28 11:57:37,224 An event occurred]
